meeting_title,source_url,text_snippet
County Council Meeting - 13th November 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.11.23-Minutes.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. J. Hegarty the Council resolved to"
County Council Meeting - 13th November 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.11.23-Minutes.pdf,"On the proposal of Cllr. M. Farrell, seconded by Cllr. L. Kelly the Council resolved to"
County Council Meeting - 13th November 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.11.23-Minutes.pdf,"On the proposal of Cllr. O. Walsh, seconded by Cllr. P. Breen the Council resolved to"
County Council Meeting - 9th October 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-09.10.23-Minutes_0.pdf,"On  the  proposal  of  Cllr.  M.  Sheehan,  seconded  by  Cllr.  L.  Kelly  the  Council  resolved  to"
County Council Meeting - 9th October 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-09.10.23-Minutes_0.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. K. Codd Nolan the Council resolved to"
County Council Meeting - 9th October 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-09.10.23-Minutes_0.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. A. Connick, the Council resolved to"
County Council Meeting - 9th October 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-09.10.23-Minutes_0.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. A. Browne, the Council resolved to"
County Council Meeting - 9th October 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-09.10.23-Minutes_0.pdf,"On the proposal of Cllr. K. Codd Nolan, seconded by Cllr. J. O’Rourke, the Council resolved"
County Council Meeting - 11th September 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.09.23-Minutes.pdf,"On the Proposal of Cllr. G. Lawlor, seconded by Cllr. D. Hynes the Council  resolved to confirm the"
County Council Meeting - 11th September 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.09.23-Minutes.pdf,"Cllr. L. McDonald the Council resolved to confirm approval for the four planning applications, as out-"
County Council Meeting - 11th September 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.09.23-Minutes.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. G. Carthy the Council resolved to approve the"
County Council Meeting - 11th September 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.09.23-Minutes.pdf,On the proposal of Cllr. O. Walsh and seconded by Cllr. M. Farrell the Council resolved to accept the
County Council Meeting - 11th September 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.09.23-Minutes.pdf,"On the proposal of Cllr. D. Hynes and seconded by Cllr. J. O’Rourke, the Council resolved to approve"
County Council Meeting - 10th July 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.07.23-Minutes.pdf,"It was agreed that subject to it suiting the Gardaí, the JPC on 11th September will move to"
County Council Meeting - 10th July 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.07.23-Minutes.pdf,"resolved to confirm the minutes of the County Council Meeting on 12th June, 2023."
County Council Meeting - 10th July 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.07.23-Minutes.pdf,resolved to confirm the minutes of the Annual Meeting of Wexford County Council
County Council Meeting - 10th July 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.07.23-Minutes.pdf,"property, the Council resolved to dispose of the property situated at 55 Kennedy"
County Council Meeting - 10th July 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.07.23-Minutes.pdf,"resolved to dispose of land at Ballyboro, Clonroche, Co. Wexford in accordance with"
County Council Meeting - 12th June 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.06.23-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. O. Walsh, the Council resolved to"
County Council Meeting - 12th June 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.06.23-Minutes.pdf,"On the proposal of Cllr. J. Moore, seconded by Cllr. G. Carthy, the Council resolved to"
County Council Meeting - 12th June 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.06.23-Minutes.pdf,"resolved to dispose of two areas of land at Hewitsland, New Ross, Co. Wexford in"
County Council Meeting - 12th June 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.06.23-Minutes.pdf,"resolved to dispose of the Former Fire Station, Michael Street, New Ross, Co."
County Council Meeting - 12th June 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.06.23-Minutes.pdf,"On the proposal of Cllr. L. Kelly, seconded by Cllr. M. Bell, the Council resolved to"
County Council Meeting - 8th May 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.05.23-Minutes.pdf,"On the proposal of Cllr. O. Walsh, seconded by Cllr. D. Kenny, the Council resolved to"
County Council Meeting - 8th May 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.05.23-Minutes.pdf,"On the proposal of Cllr. D. Hynes, seconded by Cllr. B.A. Murphy, the Council resolved to"
County Council Meeting - 8th May 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.05.23-Minutes.pdf,Council resolved to adopt the 3 Year Capital Programme 2023 – 2025.
County Council Meeting - 8th May 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.05.23-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. D. Hynes, the Council resolved to"
County Council Meeting - 8th May 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-08.05.23-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. M. Whelan, the Council resolved to"
"Special County Council Meeting (Climate Change, Coastal Erosion, Coastal Flooding & Rising Sea Levels )  - 11th April 2023",https://www.wexfordcoco.ie/sites/default/files/content/Special-Coastal-Erosion-County-Council-Meeting-11.04.23-Minutes.pdf,resolved that Wexford County Council engage with the SETU Land Sciences Department for
"Special County Council Meeting (Climate Change, Coastal Erosion, Coastal Flooding & Rising Sea Levels )  - 11th April 2023",https://www.wexfordcoco.ie/sites/default/files/content/Special-Coastal-Erosion-County-Council-Meeting-11.04.23-Minutes.pdf,resolved that the Chairs of the Municipal Districts and the Cathaoirleach of the Council
"Special County Council Meeting (Climate Change, Coastal Erosion, Coastal Flooding & Rising Sea Levels )  - 11th April 2023",https://www.wexfordcoco.ie/sites/default/files/content/Special-Coastal-Erosion-County-Council-Meeting-11.04.23-Minutes.pdf,Members resolved to carry the following motion “this Council expresses its disappointment
County Council Meeting - 11th April 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.04.23-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. G. Carthy, the Council resolved to"
County Council Meeting - 11th April 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.04.23-Minutes.pdf,"On the proposal of Cllr. G. Carthy, seconded by Cllr. J. Moore, the Council resolved to lease"
County Council Meeting - 11th April 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.04.23-Minutes.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. J. Moore, the Council resolved to"
County Council Meeting - 11th April 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.04.23-Minutes.pdf,"On the proposal of Cllr. P. Breen, seconded by Cllr. D. Kenny, the Council resolved to"
County Council Meeting - 11th April 2023,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.04.23-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. W. Kavanagh, the Council resolved"
County Council Meeting - 13th March 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.03.2023.pdf,"On the proposal of Cllr. G. Carty, seconded by Cllr. P. Breen, the Council resolved to approve"
County Council Meeting - 13th March 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.03.2023.pdf,"On the proposal of Cllr. C. Byrne, seconded by Cllr. K. Codd- Nolan, the Council resolved to"
County Council Meeting - 13th March 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.03.2023.pdf,The Housing Allocation Scheme 2023 (the Scheme) was approved by the Elected Members at the
County Council Meeting - 13th March 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.03.2023.pdf,"circumstance where families were approved for the 3 bed list prior to 1st Jan 2023, that they"
County Council Meeting - 13th March 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.03.2023.pdf,"time, seconded by Cllr. Michael Whelan, the Council resolved to approve the adoption of the"
County Council Meeting - 13th February 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.02.23.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. D. Kenny, the Council resolved to"
County Council Meeting - 13th February 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.02.23.pdf,"seconded by Cllr. J. Moore, the Council resolved to approve the Part 8 for the construction"
County Council Meeting - 13th February 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.02.23.pdf,"seconded by Cllr. P. Breen, the Council resolved to approve the Part 8 for the Development"
County Council Meeting - 13th February 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.02.23.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. P. Breen, the Council resolved to"
County Council Meeting - 13th February 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-13.02.23.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. M. Sheehan, the Council resolved to"
County Council Meeting - 9th January 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.01.23.pdf,"On the proposal of Cllr. G. Laffan, seconded by Cllr. A. Connick, the Council resolved to"
County Council Meeting - 9th January 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.01.23.pdf,"seconded by Cllr. M. Whelan, the Council resolved to approve the Part 8 for the public"
County Council Meeting - 9th January 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.01.23.pdf,"On the proposal of Cllr. J. O’Rourke, seconded by Cllr. K.C. Nolan, the Council resolved to"
County Council Meeting - 9th January 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.01.23.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. L. Kelly, the Council resolved to"
County Council Meeting - 9th January 2023,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-09.01.23.pdf,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. J. Fleming, the Council resolved to"
County Council Meeting - 12th December 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-12.12.22.pdf,"On the proposal of Cllr. G. Carthy, seconded by Cllr. A. Connick, the Council resolved to"
County Council Meeting - 12th December 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-12.12.22.pdf,"seconded by Cllr. M. Bell, the Council resolved to approve the Part 8 for the installation of a"
County Council Meeting - 12th December 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-12.12.22.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. G. Laffan, the Council resolved to"
County Council Meeting - 12th December 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-12.12.22.pdf,"On the proposal of Cllr. M. Whelan, seconded by Cllr. P. Breen, the Council resolved"
County Council Meeting - 12th December 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-Minutes-12.12.22.pdf,"On the proposal of Cllr. J. Hegarty, seconded by Cllr. K. Codd-Nolan, the Council resolved to"
Statutory Budget Meeting - 28th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Statutory-Budget-Meeting-28.11.22-Minutes.pdf,"(administration of the arts programme). There was a lengthy discussion, and it was agreed"
Statutory Budget Meeting - 28th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Statutory-Budget-Meeting-28.11.22-Minutes.pdf,resolved to adopt the recommendation for change to rates to be applied to vacant
County Council Meeting - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-14.11.22-Minutes.pdf,"resolved to confirm the Minutes of the County Council Meeting on 10th October,"
County Council Meeting - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-14.11.22-Minutes.pdf,"resolved to dispose of land at Bishopswater, Wexford in accordance with the"
County Council Meeting - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-14.11.22-Minutes.pdf,"Council resolved to dispose of property at Knockrathkyle, Edermine, Co."
County Council Meeting - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-14.11.22-Minutes.pdf,resolved to lease a plot of land at Coolcotts Wexford in accordance with the
County Council Meeting - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-14.11.22-Minutes.pdf,"On the proposal of Cllr. B.A. Murphy, seconded by Cllr. J. Moore, the Council resolved to"
Special County Council Meeting (Housing) - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Special-Housing-County-Council-Meeting-14.11.22-Minutes.pdf,•  Affordable housing prospects if affordability constraint isn’t approved by Minister
Special County Council Meeting (Housing) - 14th November 2022,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/Special-Housing-County-Council-Meeting-14.11.22-Minutes.pdf,"Cllr. L. McDonald. After a brief discussion, it was agreed to adjourn the meeting until 10am"
County Council Meeting - 10th October 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.10.22-Minutes.pdf,the Council resolved to confirm the Minutes of the County Council Meeting on 12th
County Council Meeting - 10th October 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.10.22-Minutes.pdf,the Council resolved to confirm the Minutes of the Corporate Policy Group / Budget
County Council Meeting - 10th October 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.10.22-Minutes.pdf,"McDonald, seconded by Cllr. G. Carthy, the Council resolved to approve the Part 8"
County Council Meeting - 10th October 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.10.22-Minutes.pdf,"Breen, seconded by Cllr. D. Kenny, the Council resolved to approve the Part 8 for"
County Council Meeting - 10th October 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.10.22-Minutes.pdf,"O’Rourke, seconded by Cllr. A. Browne, the Council resolved to approve the Part 8"
County Council Meeting - 12th September 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.09.22-Minutes.pdf,"On the proposal of Cllr. G. Carthy, seconded by Cllr. D. Kenny, the Council resolved"
County Council Meeting - 12th September 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.09.22-Minutes.pdf,"been issued to the Minister for Housing, be circulated. It was agreed that"
County Council Meeting - 12th September 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.09.22-Minutes.pdf,"resolved to adopt the Minutes of the meeting of the CPG of 5th September, 2022."
County Council Meeting - 12th September 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.09.22-Minutes.pdf,"On the proposal of Cllr. P. Breen and seconded by Cllr. A. Connick, the Council resolved to"
County Council Meeting - 12th September 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-12.09.22-Minutes.pdf,"approved the list of conferences and training events for attendance, as circulated."
County Council Meeting - 11th July 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.07.22-Minutes.pdf,resolved to confirm the Minutes of the Special County Council Meeting on 13th
County Council Meeting - 11th July 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.07.22-Minutes.pdf,"resolved to confirm the Minutes of the County Council Meeting on 13th June, 2022."
County Council Meeting - 11th July 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.07.22-Minutes.pdf,"On the proposal of Cllr. G. Laffan, seconded by Cllr. O. Walsh, the Council resolved"
County Council Meeting - 11th July 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.07.22-Minutes.pdf,"On the proposal of Cllr. J. Moore, seconded by Cllr. J. Staples, the Council resolved"
County Council Meeting - 11th July 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.07.22-Minutes.pdf,"Staples, seconded by Cllr. J. Moore, the Council resolved to approve the Part 8 to"
County Council Meeting - Minutes 13th June 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.06.22-Minutes.pdf,resolved to confirm the Minutes of the Meeting of Wexford County Council of 9th
County Council Meeting - Minutes 13th June 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.06.22-Minutes.pdf,It was agreed that the above Minutes were to be amended to reflect that
County Council Meeting - Minutes 13th June 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.06.22-Minutes.pdf,the Council has resolved to appoint Cllr. F. Staples (and not Cllr. C. Byrne) to
County Council Meeting - Minutes 13th June 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.06.22-Minutes.pdf,"resolved to dispose of the above property at Bessmount, Caim in accordance with"
County Council Meeting - Minutes 13th June 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.06.22-Minutes.pdf,"On the proposal of Cllr. A. Browne, seconded by Cllr. C. Byrne, the Council resolved"
County Council Meeting - Minutes 9th May 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-9th-May-2022.pdf,unanimously resolved that in accordance with Section 19(1)(d) of the Planning and Development
County Council Meeting - Minutes 9th May 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-9th-May-2022.pdf,"On the proposal of Cllr G Carthy, seconded by Cllr P Breen it was agreed by the members to hold"
County Council Meeting - Minutes 9th May 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-9th-May-2022.pdf,Fleming the Council unanimously resolved that disposal of property proceed in accordance with the
County Council Meeting - Minutes 9th May 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-9th-May-2022.pdf,seconded by Cllr F O Súilleabháin it was agreed to have a rep from the 2 relevant SPCs and a
County Council Meeting - Minutes 9th May 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-9th-May-2022.pdf,commitments. On the proposal of Cllr O Walsh and seconded by Cllr C. Byrne it was agreed that
County Council Meeting - Minutes 11th April 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-11th-April-2022.pdf,The 3 Year Capital Programme was approved on the proposal of Cllr. M Sheehan and
County Council Meeting - Minutes 11th April 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-11th-April-2022.pdf,"Hegarty, seconded by Cllr. C Byrne the Council unanimously resolved that the transfer of"
County Council Meeting - Minutes 11th April 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-11th-April-2022.pdf,The Minutes of the CPG Meeting held on the 4th of April 2022 were approved on the
County Council Meeting - Minutes 11th April 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-11th-April-2022.pdf,approved by the Council.
County Council Meeting - Minutes 11th April 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-11th-April-2022.pdf,approved by the Council.
County Council Meeting - Minutes 28th March 2022,https://www.wexfordcoco.ie/sites/default/files/content/Council-Meeting-Minutes-28.03.2022_0.pdf,"Cllr. M Bell, the Council unanimously resolved that the proposed"
County Council Meeting - Minutes 28th March 2022,https://www.wexfordcoco.ie/sites/default/files/content/Council-Meeting-Minutes-28.03.2022_0.pdf,"Cllr. J. Sullivan, the Council unanimously resolved that the proposed"
County Council Meeting - Minutes 28th March 2022,https://www.wexfordcoco.ie/sites/default/files/content/Council-Meeting-Minutes-28.03.2022_0.pdf,Cllr. M Sheehan the Council unanimously resolved that the proposed
County Council Meeting - Minutes 28th March 2022,https://www.wexfordcoco.ie/sites/default/files/content/Council-Meeting-Minutes-28.03.2022_0.pdf,"G. Lawlor, seconded by Cllr. M. Bell, the Council unanimously resolved that"
County Council Meeting - Minutes 28th March 2022,https://www.wexfordcoco.ie/sites/default/files/content/Council-Meeting-Minutes-28.03.2022_0.pdf,"C. Byrne, the Council unanimously resolved that the lease proceed in"
County Council Meeting - Minutes 14th February 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-14.02.2022.pdf,"proposal of Cllr. M. Sheehan, seconded by Cllr. P. Barden, the Council resolved to"
County Council Meeting - Minutes 14th February 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-14.02.2022.pdf,"The matter was discussed at length, and it was proposed that the proposed"
County Council Meeting - Minutes 14th February 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-14.02.2022.pdf,approved the representation of the Rosslare District at Dunkerque as above.
County Council Meeting - Minutes 14th February 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-14.02.2022.pdf,"resolved to appoint Cllr. C. Byrne to the South-East Health Forum, following the"
County Council Meeting - Minutes 14th February 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-14.02.2022.pdf,Augustinian building in New Ross.  Mr. Larkin advised that the Council is committed
Special County Council Meeting  - Minutes 14th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-14.01.22-Minutes_0.pdf,"unanimously resolved to pass a Vote of Sympathy to the Murphy Family of Cully, Blueball,"
Special County Council Meeting  - Minutes 14th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-14.01.22-Minutes_0.pdf,"On the proposal of the Cathaoirleach, seconded by Cllr. Carthy, the Council resolved to"
Special County Council Meeting  - Minutes 14th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-14.01.22-Minutes_0.pdf,"It was agreed to vote on the proposal by way of roll-call, and the results of that roll-call are"
County Council Meeting - Minutes 10th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.01.22-Minutes.pdf,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. M. Bell, it was agreed unanimously to"
County Council Meeting - Minutes 10th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.01.22-Minutes.pdf,resolved to dispose of the above property in accordance with the terms of the
County Council Meeting - Minutes 10th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.01.22-Minutes.pdf,"resolved to approve the additional borrowing requirement of €1,694,597 for the"
County Council Meeting - Minutes 10th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.01.22-Minutes.pdf,"On the proposal of Cllr. Bell, seconded by Cllr. D. Hynes, the Council resolved to create the"
County Council Meeting - Minutes 10th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.01.22-Minutes.pdf,"and instead resolved to write to the Minister for Housing, Local Government and Heritage"
Special County Council Meeting - Minutes 5th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-05.01.22-Flooding-Minutes.pdf,It was agreed that emergency road diversions currently in place would be reviewed to ensure that
Special County Council Meeting - Minutes 5th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-05.01.22-Flooding-Minutes.pdf,"It was agreed that the Council’s Flood Emergency Plan be reviewed to include Wellingtonbridge,"
Special County Council Meeting - Minutes 5th January 2022,https://www.wexfordcoco.ie/sites/default/files/content/Special-County-Council-Meeting-05.01.22-Flooding-Minutes.pdf,It was agreed to consider an information campaign in the Spring to encourage landowners to
Agenda Wexford County Council Meeting 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,resolved to adopt the above Minutes.
Agenda Wexford County Council Meeting 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,unanimously approved.
Agenda Wexford County Council Meeting 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,"This proposal was approved by the members on the proposal of Cllr J Sullivan, seconded by Cllr M"
Agenda Wexford County Council Meeting 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,"This proposal was approved by the members on the proposal of Cllr G Lawlor, seconded by Cllr J"
Agenda Wexford County Council Meeting 12th July 2021,https://www.wexfordcoco.ie/sites/default/files/content/CouncilDemocracy/CouncilMinutes/County-Council-Meeting-12.07.21-Minutes.pdf,On the proposal of Cllr Pip Breen and seconded by Cllr J Hegarty it was agreed to proceed with the
County Council Meeting Minutes 13th December 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-13.12.21.pdf,Council unanimously resolved that the proposed development proceed as
County Council Meeting Minutes 13th December 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-13.12.21.pdf,the Council unanimously resolved that the proposed development proceed as
County Council Meeting Minutes 13th December 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-13.12.21.pdf,the Council unanimously resolved that the disposal proceed in accordance with the
County Council Meeting Minutes 13th December 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-13.12.21.pdf,Council unanimously resolved that the lease proceed in accordance with the terms
County Council Meeting Minutes 13th December 2021,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-Minutes-13.12.21.pdf,Council unanimously resolved that the lease proceed in accordance with the terms
